flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
164,PG0404,2017-10-21 12:06:55,2017-10-21 16:06:55,DME,LED,Scheduled,321,2017-10-21 11:36:55,2017-10-21 15:36:55
165,PG0403,2017-06-15 17:18:10,2017-06-15 22:18:10,DME,LED,Scheduled,321,2017-06-15 17:09:10,2017-06-15 22:09:10
166,PG0402,2017-01-01 18:08:21,2017-01-02 00:08:21,DME,LED,Scheduled,321,2017-01-01 17:56:21,2017-01-01 23:56:21
167,PG0402,2017-07-24 17:10:50,2017-07-24 18:10:50,DME,LED,Arrived,321,2017-07-24 16:45:50,2017-07-24 17:45:50
168,PG0405,2017-10-03 22:14:09,2017-10-04 02:14:09,DME,LED,Scheduled,321,2017-10-03 22:42:09,2017-10-04 02:42:09
169,PG0404,2017-10-10 05:52:58,2017-10-10 09:52:58,DME,LED,Scheduled,321,2017-10-10 05:36:58,2017-10-10 09:36:58
170,PG0403,2017-05-13 14:29:24,2017-05-13 15:29:24,DME,LED,Scheduled,321,2017-05-13 14:47:24,2017-05-13 15:47:24
171,PG0402,2017-04-19 22:43:09,2017-04-19 23:43:09,DME,LED,Scheduled,321,2017-04-19 23:00:09,2017-04-20 00:00:09
172,PG0402,2017-09-14 01:49:16,2017-09-14 06:49:16,DME,LED,Scheduled,321,2017-09-14 01:36:16,2017-09-14 06:36:16
173,PG0402,2017-12-05 08:35:13,2017-12-05 12:35:13,DME,LED,Arrived,321,2017-12-05 08:20:13,2017-12-05 12:20:13
174,PG0403,2017-07-04 16:55:34,2017-07-04 20:55:34,DME,LED,Arrived,321,2017-07-04 16:50:34,2017-07-04 20:50:34
175,PG0404,2017-03-26 10:56:18,2017-03-26 14:56:18,DME,LED,Arrived,321,2017-03-26 11:08:18,2017-03-26 15:08:18
176,PG0405,2017-05-11 07:09:19,2017-05-11 11:09:19,DME,LED,Arrived,321,2017-05-11 07:23:19,2017-05-11 11:23:19
177,PG0403,2017-10-22 18:07:18,2017-10-23 00:07:18,DME,LED,Scheduled,321,2017-10-22 18:04:18,2017-10-23 00:04:18
178,PG0404,2017-09-17 15:45:45,2017-09-17 20:45:45,DME,LED,Scheduled,321,2017-09-17 16:02:45,2017-09-17 21:02:45
179,PG0405,2017-07-28 01:42:21,2017-07-28 02:42:21,DME,LED,Scheduled,321,2017-07-28 01:59:21,2017-07-28 02:59:21
180,PG0403,2017-01-24 05:07:00,2017-01-24 09:07:00,DME,LED,Arrived,321,2017-01-24 04:58:00,2017-01-24 08:58:00
181,PG0404,2017-10-03 05:38:22,2017-10-03 09:38:22,DME,LED,Arrived,321,2017-10-03 05:30:22,2017-10-03 09:30:22
182,PG0405,2017-03-05 11:15:52,2017-03-05 14:15:52,DME,LED,Arrived,321,2017-03-05 11:15:52,2017-03-05 14:15:52
183,PG0405,2017-02-05 05:07:06,2017-02-05 10:07:06,DME,LED,Arrived,321,2017-02-05 05:28:06,2017-02-05 10:28:06
184,PG0404,2017-01-17 09:01:13,2017-01-17 15:01:13,DME,LED,Arrived,321,2017-01-17 08:44:13,2017-01-17 14:44:13
185,PG0403,2017-07-30 10:46:09,2017-07-30 16:46:09,DME,LED,Arrived,321,2017-07-30 10:53:09,2017-07-30 16:53:09
186,PG0402,2017-01-13 18:13:37,2017-01-14 00:13:37,DME,LED,Arrived,321,2017-01-13 17:51:37,2017-01-13 23:51:37
187,PG0402,2017-10-25 20:14:45,2017-10-26 00:14:45,DME,LED,Scheduled,321,2017-10-25 20:16:45,2017-10-26 00:16:45
188,PG0403,2017-03-17 12:11:46,2017-03-17 15:11:46,DME,LED,Scheduled,321,2017-03-17 12:07:46,2017-03-17 15:07:46
189,PG0404,2017-01-26 18:00:28,2017-01-26 21:00:28,DME,LED,Scheduled,321,2017-01-26 17:48:28,2017-01-26 20:48:28
190,PG0405,2017-04-14 19:01:39,2017-04-14 23:01:39,DME,LED,Scheduled,321,2017-04-14 18:43:39,2017-04-14 22:43:39
191,PG0402,2017-07-07 08:58:33,2017-07-07 12:58:33,DME,LED,Arrived,321,2017-07-07 09:26:33,2017-07-07 13:26:33
192,PG0403,2017-05-01 14:11:25,2017-05-01 18:11:25,DME,LED,Arrived,321,2017-05-01 14:10:25,2017-05-01 18:10:25
193,PG0404,2017-10-15 07:22:40,2017-10-15 09:22:40,DME,LED,Arrived,321,2017-10-15 07:40:40,2017-10-15 09:40:40
194,PG0405,2017-02-26 23:58:16,2017-02-27 00:58:16,DME,LED,Arrived,321,2017-02-26 23:36:16,2017-02-27 00:36:16
195,PG0402,2017-08-19 16:38:10,2017-08-19 18:38:10,DME,LED,Scheduled,321,2017-08-19 17:04:10,2017-08-19 19:04:10
196,PG0404,2017-01-13 08:18:24,2017-01-13 13:18:24,DME,LED,Scheduled,321,2017-01-13 08:04:24,2017-01-13 13:04:24
197,PG0405,2017-11-25 17:15:50,2017-11-25 21:15:50,DME,LED,Scheduled,321,2017-11-25 16:47:50,2017-11-25 20:47:50
198,PG0404,2017-10-03 20:35:31,2017-10-03 22:35:31,DME,LED,Scheduled,321,2017-10-03 20:47:31,2017-10-03 22:47:31
199,PG0403,2017-06-13 02:13:43,2017-06-13 06:13:43,DME,LED,Scheduled,321,2017-06-13 02:37:43,2017-06-13 06:37:43
200,PG0402,2017-05-05 05:24:26,2017-05-05 11:24:26,DME,LED,Scheduled,321,2017-05-05 05:13:26,2017-05-05 11:13:26
201,PG0405,2017-04-08 06:54:16,2017-04-08 12:54:16,DME,LED,Scheduled,321,2017-04-08 06:57:16,2017-04-08 12:57:16
202,PG0404,2017-03-01 23:59:24,2017-03-02 03:59:24,DME,LED,Scheduled,321,2017-03-02 00:04:24,2017-03-02 04:04:24
203,PG0403,2017-09-06 23:27:32,2017-09-07 01:27:32,DME,LED,Scheduled,321,2017-09-06 23:39:32,2017-09-07 01:39:32
204,PG0402,2017-02-07 14:54:17,2017-02-07 19:54:17,DME,LED,Scheduled,321,2017-02-07 14:51:17,2017-02-07 19:51:17
205,PG0402,2017-02-26 23:44:56,2017-02-27 03:44:56,DME,LED,Arrived,321,2017-02-26 23:58:56,2017-02-27 03:58:56
206,PG0403,2017-03-17 11:18:34,2017-03-17 13:18:34,DME,LED,Arrived,321,2017-03-17 11:14:34,2017-03-17 13:14:34
207,PG0404,2017-01-10 19:01:52,2017-01-10 23:01:52,DME,LED,Arrived,321,2017-01-10 18:33:52,2017-01-10 22:33:52
208,PG0405,2017-06-05 18:04:02,2017-06-05 22:04:02,DME,LED,Arrived,321,2017-06-05 17:41:02,2017-06-05 21:41:02
209,PG0405,2017-01-30 12:04:27,2017-01-30 17:04:27,DME,LED,Arrived,321,2017-01-30 11:45:27,2017-01-30 16:45:27
210,PG0405,2017-01-11 15:12:12,2017-01-11 19:12:12,DME,LED,Arrived,321,2017-01-11 14:51:12,2017-01-11 18:51:12
211,PG0404,2017-11-10 22:34:34,2017-11-11 01:34:34,DME,LED,Arrived,321,2017-11-10 22:48:34,2017-11-11 01:48:34
212,PG0403,2017-12-04 20:17:58,2017-12-04 23:17:58,DME,LED,Arrived,321,2017-12-04 19:55:58,2017-12-04 22:55:58
213,PG0402,2017-01-07 14:29:52,2017-01-07 19:29:52,DME,LED,Arrived,321,2017-01-07 14:31:52,2017-01-07 19:31:52
214,PG0404,2017-06-25 23:56:14,2017-06-26 04:56:14,DME,LED,Arrived,321,2017-06-26 00:20:14,2017-06-26 05:20:14
215,PG0405,2017-12-15 22:33:30,2017-12-16 00:33:30,DME,LED,Scheduled,321,2017-12-15 22:38:30,2017-12-16 00:38:30
216,PG0404,2017-08-31 03:34:31,2017-08-31 06:34:31,DME,LED,Scheduled,321,2017-08-31 03:24:31,2017-08-31 06:24:31
217,PG0403,2017-04-18 17:33:31,2017-04-18 18:33:31,DME,LED,Scheduled,321,2017-04-18 17:41:31,2017-04-18 18:41:31
218,PG0402,2017-06-27 22:12:45,2017-06-28 01:12:45,DME,LED,Scheduled,321,2017-06-27 22:11:45,2017-06-28 01:11:45
219,PG0403,2017-02-26 10:24:28,2017-02-26 15:24:28,DME,LED,Arrived,321,2017-02-26 10:23:28,2017-02-26 15:23:28
220,PG0402,2017-11-22 21:30:29,2017-11-22 23:30:29,DME,LED,Arrived,321,2017-11-22 21:39:29,2017-11-22 23:39:29
221,PG0402,2017-03-06 20:23:42,2017-03-07 00:23:42,DME,LED,Arrived,321,2017-03-06 20:07:42,2017-03-07 00:07:42
222,PG0403,2017-10-13 11:46:26,2017-10-13 17:46:26,DME,LED,Arrived,321,2017-10-13 11:46:26,2017-10-13 17:46:26
223,PG0404,2017-10-30 14:31:18,2017-10-30 17:31:18,DME,LED,Arrived,321,2017-10-30 14:05:18,2017-10-30 17:05:18
224,PG0405,2017-06-15 03:00:07,2017-06-15 06:00:07,DME,LED,Arrived,321,2017-06-15 02:46:07,2017-06-15 05:46:07
225,PG0402,2017-12-24 05:24:36,2017-12-24 10:24:36,DME,LED,Scheduled,321,2017-12-24 05:05:36,2017-12-24 10:05:36
226,PG0403,2017-02-22 23:49:25,2017-02-23 04:49:25,DME,LED,Scheduled,321,2017-02-23 00:19:25,2017-02-23 05:19:25
227,PG0404,2017-03-07 21:59:12,2017-03-07 22:59:12,DME,LED,Scheduled,321,2017-03-07 22:00:12,2017-03-07 23:00:12
228,PG0405,2017-12-08 16:01:25,2017-12-08 20:01:25,DME,LED,Scheduled,321,2017-12-08 15:45:25,2017-12-08 19:45:25
229,PG0405,2017-08-13 09:45:19,2017-08-13 12:45:19,DME,LED,Arrived,321,2017-08-13 09:47:19,2017-08-13 12:47:19
230,PG0402,2017-08-20 13:27:56,2017-08-20 19:27:56,DME,LED,Scheduled,321,2017-08-20 13:32:56,2017-08-20 19:32:56
231,PG0403,2017-03-14 11:22:49,2017-03-14 12:22:49,DME,LED,Scheduled,321,2017-03-14 11:47:49,2017-03-14 12:47:49
232,PG0404,2017-09-09 03:21:54,2017-09-09 07:21:54,DME,LED,Scheduled,321,2017-09-09 02:56:54,2017-09-09 06:56:54
233,PG0405,2017-04-24 03:21:26,2017-04-24 06:21:26,DME,LED,Scheduled,321,2017-04-24 03:04:26,2017-04-24 06:04:26
234,PG0403,2017-02-25 22:20:47,2017-02-26 00:20:47,DME,LED,Scheduled,321,2017-02-25 22:18:47,2017-02-26 00:18:47
235,PG0405,2017-04-07 06:39:47,2017-04-07 10:39:47,DME,LED,Scheduled,321,2017-04-07 06:37:47,2017-04-07 10:37:47
236,PG0404,2017-01-21 16:11:05,2017-01-21 18:11:05,DME,LED,Scheduled,321,2017-01-21 16:32:05,2017-01-21 18:32:05
237,PG0403,2017-09-03 23:27:40,2017-09-04 03:27:40,DME,LED,Scheduled,321,2017-09-03 23:31:40,2017-09-04 03:31:40
238,PG0402,2017-05-08 19:23:26,2017-05-09 01:23:26,DME,LED,Scheduled,321,2017-05-08 18:53:26,2017-05-09 00:53:26
239,PG0405,2017-05-18 16:15:59,2017-05-18 20:15:59,DME,LED,Arrived,321,2017-05-18 15:49:59,2017-05-18 19:49:59
240,PG0404,2017-01-27 22:01:49,2017-01-28 01:01:49,DME,LED,Arrived,321,2017-01-27 22:18:49,2017-01-28 01:18:49
241,PG0403,2017-06-16 17:26:19,2017-06-16 23:26:19,DME,LED,Arrived,321,2017-06-16 17:07:19,2017-06-16 23:07:19
242,PG0402,2017-02-08 00:51:20,2017-02-08 01:51:20,DME,LED,Arrived,321,2017-02-08 00:25:20,2017-02-08 01:25:20
243,PG0402,2017-03-16 15:08:02,2017-03-16 19:08:02,DME,LED,Arrived,321,2017-03-16 15:05:02,2017-03-16 19:05:02
244,PG0403,2017-07-09 00:09:15,2017-07-09 03:09:15,DME,LED,Arrived,321,2017-07-09 00:28:15,2017-07-09 03:28:15
245,PG0222,2017-11-04 01:30:02,2017-11-04 05:30:02,DME,OVB,Arrived,773,2017-11-04 01:30:02,2017-11-04 05:30:02
246,PG0222,2017-06-08 02:25:54,2017-06-08 03:25:54,DME,OVB,Scheduled,773,2017-06-08 02:44:54,2017-06-08 03:44:54
247,PG0222,2017-09-12 17:46:30,2017-09-12 21:46:30,DME,OVB,Arrived,773,2017-09-12 17:23:30,2017-09-12 21:23:30
248,PG0222,2017-08-28 10:40:04,2017-08-28 13:40:04,DME,OVB,Scheduled,773,2017-08-28 10:41:04,2017-08-28 13:41:04
249,PG0222,2017-03-02 16:46:10,2017-03-02 18:46:10,DME,OVB,Arrived,773,2017-03-02 17:10:10,2017-03-02 19:10:10
250,PG0222,2017-11-07 07:37:37,2017-11-07 10:37:37,DME,OVB,Arrived,773,2017-11-07 07:08:37,2017-11-07 10:08:37
251,PG0222,2017-09-09 02:53:12,2017-09-09 08:53:12,DME,OVB,Arrived,773,2017-09-09 03:02:12,2017-09-09 09:02:12
252,PG0222,2017-02-01 14:06:09,2017-02-01 15:06:09,DME,OVB,Scheduled,773,2017-02-01 14:32:09,2017-02-01 15:32:09
253,PG0222,2017-03-23 09:18:05,2017-03-23 10:18:05,DME,OVB,Scheduled,773,2017-03-23 09:37:05,2017-03-23 10:37:05
254,PG0222,2017-07-08 00:25:10,2017-07-08 05:25:10,DME,OVB,Scheduled,773,2017-07-08 00:49:10,2017-07-08 05:49:10
255,PG0222,2017-01-10 13:57:21,2017-01-10 15:57:21,DME,OVB,Arrived,773,2017-01-10 14:12:21,2017-01-10 16:12:21
256,PG0222,2017-02-08 12:06:43,2017-02-08 17:06:43,DME,OVB,Scheduled,773,2017-02-08 12:13:43,2017-02-08 17:13:43
257,PG0222,2017-05-17 19:53:21,2017-05-17 20:53:21,DME,OVB,Scheduled,773,2017-05-17 19:28:21,2017-05-17 20:28:21
258,PG0222,2017-11-14 23:45:39,2017-11-15 04:45:39,DME,OVB,Arrived,773,2017-11-14 23:39:39,2017-11-15 04:39:39
259,PG0222,2017-05-26 10:04:51,2017-05-26 14:04:51,DME,OVB,Arrived,773,2017-05-26 09:55:51,2017-05-26 13:55:51
260,PG0222,2017-10-24 10:33:18,2017-10-24 15:33:18,DME,OVB,Scheduled,773,2017-10-24 10:41:18,2017-10-24 15:41:18
261,PG0222,2017-11-14 00:46:41,2017-11-14 01:46:41,DME,OVB,Scheduled,773,2017-11-14 01:04:41,2017-11-14 02:04:41
262,PG0222,2017-08-28 07:09:09,2017-08-28 13:09:09,DME,OVB,Scheduled,773,2017-08-28 06:43:09,2017-08-28 12:43:09
263,PG0222,2017-09-16 09:43:33,2017-09-16 13:43:33,DME,OVB,Scheduled,773,2017-09-16 09:49:33,2017-09-16 13:49:33
264,PG0222,2017-05-08 00:47:16,2017-05-08 04:47:16,DME,OVB,Scheduled,773,2017-05-08 00:20:16,2017-05-08 04:20:16
265,PG0222,2017-11-15 18:20:28,2017-11-15 21:20:28,DME,OVB,Arrived,773,2017-11-15 17:53:28,2017-11-15 20:53:28
266,PG0222,2017-07-20 17:12:59,2017-07-20 21:12:59,DME,OVB,Arrived,773,2017-07-20 17:25:59,2017-07-20 21:25:59
267,PG0222,2017-09-23 23:14:07,2017-09-24 04:14:07,DME,OVB,Scheduled,773,2017-09-23 23:39:07,2017-09-24 04:39:07
268,PG0222,2017-10-03 14:51:50,2017-10-03 19:51:50,DME,OVB,Arrived,773,2017-10-03 15:20:50,2017-10-03 20:20:50
269,PG0222,2017-02-21 05:34:12,2017-02-21 08:34:12,DME,OVB,Scheduled,773,2017-02-21 05:32:12,2017-02-21 08:32:12
270,PG0222,2017-11-13 23:54:10,2017-11-14 00:54:10,DME,OVB,Scheduled,773,2017-11-13 23:31:10,2017-11-14 00:31:10
271,PG0222,2017-08-24 06:11:46,2017-08-24 08:11:46,DME,OVB,Arrived,773,2017-08-24 06:38:46,2017-08-24 08:38:46
272,PG0222,2017-10-17 20:35:41,2017-10-18 02:35:41,DME,OVB,Arrived,773,2017-10-17 20:54:41,2017-10-18 02:54:41
273,PG0222,2017-02-27 13:18:39,2017-02-27 15:18:39,DME,OVB,Arrived,773,2017-02-27 13:22:39,2017-02-27 15:22:39
274,PG0222,2017-01-21 18:10:23,2017-01-22 00:10:23,DME,OVB,Scheduled,773,2017-01-21 17:49:23,2017-01-21 23:49:23
275,PG0222,2017-08-27 19:17:30,2017-08-27 22:17:30,DME,OVB,Arrived,773,2017-08-27 18:57:30,2017-08-27 21:57:30
276,PG0222,2017-07-27 22:00:27,2017-07-28 04:00:27,DME,OVB,Arrived,773,2017-07-27 21:50:27,2017-07-28 03:50:27
277,PG0222,2017-08-21 04:57:13,2017-08-21 09:57:13,DME,OVB,Arrived,773,2017-08-21 05:05:13,2017-08-21 10:05:13
278,PG0222,2017-10-20 22:23:03,2017-10-21 04:23:03,DME,OVB,Arrived,773,2017-10-20 22:41:03,2017-10-21 04:41:03
279,PG0222,2017-01-22 04:06:20,2017-01-22 05:06:20,DME,OVB,Arrived,773,2017-01-22 04:08:20,2017-01-22 05:08:20
280,PG0222,2017-03-19 01:11:10,2017-03-19 02:11:10,DME,OVB,Scheduled,773,2017-03-19 01:34:10,2017-03-19 02:34:10
281,PG0222,2017-04-29 13:20:49,2017-04-29 18:20:49,DME,OVB,Arrived,773,2017-04-29 13:23:49,2017-04-29 18:23:49
282,PG0222,2017-11-20 22:55:17,2017-11-21 01:55:17,DME,OVB,Arrived,773,2017-11-20 23:01:17,2017-11-21 02:01:17
283,PG0222,2017-04-02 05:30:49,2017-04-02 07:30:49,DME,OVB,Scheduled,773,2017-04-02 05:13:49,2017-04-02 07:13:49
284,PG0222,2017-11-22 08:14:13,2017-11-22 11:14:13,DME,OVB,Scheduled,773,2017-11-22 08:07:13,2017-11-22 11:07:13
285,PG0222,2017-05-08 16:15:12,2017-05-08 22:15:12,DME,OVB,Scheduled,773,2017-05-08 16:08:12,2017-05-08 22:08:12
286,PG0222,2017-09-20 20:22:54,2017-09-21 01:22:54,DME,OVB,Arrived,773,2017-09-20 19:52:54,2017-09-21 00:52:54
287,PG0222,2017-11-22 23:10:23,2017-11-23 05:10:23,DME,OVB,Scheduled,773,2017-11-22 23:23:23,2017-11-23 05:23:23
288,PG0222,2017-11-26 05:55:35,2017-11-26 10:55:35,DME,OVB,Arrived,773,2017-11-26 06:24:35,2017-11-26 11:24:35
289,PG0222,2017-02-02 09:36:32,2017-02-02 13:36:32,DME,OVB,Arrived,773,2017-02-02 09:07:32,2017-02-02 13:07:32
290,PG0222,2017-03-26 07:04:37,2017-03-26 10:04:37,DME,OVB,Scheduled,773,2017-03-26 06:58:37,2017-03-26 09:58:37
291,PG0222,2017-01-22 14:44:53,2017-01-22 19:44:53,DME,OVB,Scheduled,773,2017-01-22 15:12:53,2017-01-22 20:12:53
292,PG0222,2017-01-07 03:56:18,2017-01-07 09:56:18,DME,OVB,Arrived,773,2017-01-07 04:12:18,2017-01-07 10:12:18
293,PG0222,2017-02-05 16:24:22,2017-02-05 17:24:22,DME,OVB,Scheduled,773,2017-02-05 16:13:22,2017-02-05 17:13:22
294,PG0222,2017-06-01 03:15:50,2017-06-01 05:15:50,DME,OVB,Scheduled,773,2017-06-01 02:46:50,2017-06-01 04:46:50
295,PG0222,2017-01-23 18:16:44,2017-01-23 19:16:44,DME,OVB,Arrived,773,2017-01-23 18:32:44,2017-01-23 19:32:44
296,PG0222,2017-05-04 15:47:11,2017-05-04 18:47:11,DME,OVB,Scheduled,773,2017-05-04 15:30:11,2017-05-04 18:30:11
297,PG0222,2017-09-23 14:54:52,2017-09-23 19:54:52,DME,OVB,Arrived,773,2017-09-23 14:58:52,2017-09-23 19:58:52
298,PG0222,2017-08-06 22:52:44,2017-08-07 04:52:44,DME,OVB,Arrived,773,2017-08-06 22:22:44,2017-08-07 04:22:44
299,PG0222,2017-01-14 11:24:58,2017-01-14 12:24:58,DME,OVB,Scheduled,773,2017-01-14 11:25:58,2017-01-14 12:25:58
300,PG0222,2017-09-25 20:32:54,2017-09-25 23:32:54,DME,OVB,Scheduled,773,2017-09-25 20:37:54,2017-09-25 23:37:54
301,PG0222,2017-09-08 12:43:45,2017-09-08 13:43:45,DME,OVB,Arrived,773,2017-09-08 12:38:45,2017-09-08 13:38:45
302,PG0222,2017-02-19 17:22:50,2017-02-19 20:22:50,DME,OVB,Arrived,773,2017-02-19 17:06:50,2017-02-19 20:06:50
303,PG0222,2017-07-09 06:58:25,2017-07-09 12:58:25,DME,OVB,Scheduled,773,2017-07-09 06:50:25,2017-07-09 12:50:25
304,PG0222,2017-08-28 08:40:42,2017-08-28 11:40:42,DME,OVB,On Time,773,2017-08-28 08:55:42,2017-08-28 11:55:42
305,PG0222,2017-02-28 05:36:51,2017-02-28 10:36:51,DME,OVB,Arrived,773,2017-02-28 05:35:51,2017-02-28 10:35:51
306,PG0202,2017-06-04 02:00:14,2017-06-04 07:00:14,DME,KZN,Arrived,321,2017-06-04 01:56:14,2017-06-04 06:56:14
307,PG0202,2017-04-06 17:13:32,2017-04-06 22:13:32,DME,KZN,Arrived,321,2017-04-06 16:56:32,2017-04-06 21:56:32
308,PG0202,2017-09-15 19:26:19,2017-09-16 01:26:19,DME,KZN,Arrived,321,2017-09-15 19:05:19,2017-09-16 01:05:19
309,PG0202,2017-07-30 09:14:53,2017-07-30 14:14:53,DME,KZN,Scheduled,321,2017-07-30 09:33:53,2017-07-30 14:33:53
310,PG0202,2017-08-15 23:47:46,2017-08-16 05:47:46,DME,KZN,Scheduled,321,2017-08-15 23:28:46,2017-08-16 05:28:46
311,PG0202,2017-04-19 01:42:48,2017-04-19 04:42:48,DME,KZN,Scheduled,321,2017-04-19 01:33:48,2017-04-19 04:33:48
312,PG0202,2017-12-18 09:11:03,2017-12-18 13:11:03,DME,KZN,Arrived,321,2017-12-18 09:15:03,2017-12-18 13:15:03
313,PG0202,2017-07-02 14:29:03,2017-07-02 18:29:03,DME,KZN,Arrived,321,2017-07-02 14:58:03,2017-07-02 18:58:03
314,PG0202,2017-09-05 02:34:27,2017-09-05 03:34:27,DME,KZN,Scheduled,321,2017-09-05 02:10:27,2017-09-05 03:10:27
315,PG0202,2017-07-17 06:44:03,2017-07-17 11:44:03,DME,KZN,Arrived,321,2017-07-17 07:10:03,2017-07-17 12:10:03
316,PG0202,2017-08-18 14:32:00,2017-08-18 19:32:00,DME,KZN,Scheduled,321,2017-08-18 14:35:00,2017-08-18 19:35:00
317,PG0202,2017-05-09 10:56:41,2017-05-09 15:56:41,DME,KZN,Arrived,321,2017-05-09 10:46:41,2017-05-09 15:46:41
318,PG0202,2017-10-14 16:10:33,2017-10-14 22:10:33,DME,KZN,Scheduled,321,2017-10-14 15:52:33,2017-10-14 21:52:33
319,PG0202,2017-11-17 22:00:59,2017-11-17 23:00:59,DME,KZN,Scheduled,321,2017-11-17 21:36:59,2017-11-17 22:36:59
320,PG0202,2017-01-11 20:11:27,2017-01-12 02:11:27,DME,KZN,Arrived,321,2017-01-11 20:33:27,2017-01-12 02:33:27
321,PG0202,2017-02-18 20:12:31,2017-02-19 02:12:31,DME,KZN,Arrived,321,2017-02-18 20:41:31,2017-02-19 02:41:31
322,PG0202,2017-11-30 22:43:23,2017-12-01 03:43:23,DME,KZN,Scheduled,321,2017-11-30 22:47:23,2017-12-01 03:47:23
323,PG0202,2017-12-03 04:16:11,2017-12-03 07:16:11,DME,KZN,Scheduled,321,2017-12-03 04:40:11,2017-12-03 07:40:11
324,PG0202,2017-11-14 05:24:05,2017-11-14 10:24:05,DME,KZN,Arrived,321,2017-11-14 05:30:05,2017-11-14 10:30:05
325,PG0202,2017-06-23 04:17:23,2017-06-23 06:17:23,DME,KZN,Scheduled,321,2017-06-23 04:29:23,2017-06-23 06:29:23
326,PG0202,2017-07-29 16:49:00,2017-07-29 19:49:00,DME,KZN,Arrived,321,2017-07-29 16:36:00,2017-07-29 19:36:00
327,PG0202,2017-08-28 07:21:26,2017-08-28 11:21:26,DME,KZN,Scheduled,321,2017-08-28 06:51:26,2017-08-28 10:51:26
328,PG0202,2017-09-30 14:35:10,2017-09-30 19:35:10,DME,KZN,Arrived,321,2017-09-30 14:36:10,2017-09-30 19:36:10
329,PG0202,2017-12-16 15:06:46,2017-12-16 17:06:46,DME,KZN,Scheduled,321,2017-12-16 15:15:46,2017-12-16 17:15:46
330,PG0202,2017-02-10 19:37:57,2017-02-10 21:37:57,DME,KZN,Scheduled,321,2017-02-10 19:36:57,2017-02-10 21:36:57
331,PG0202,2017-06-05 17:15:25,2017-06-05 19:15:25,DME,KZN,Arrived,321,2017-06-05 16:46:25,2017-06-05 18:46:25
332,PG0202,2017-03-23 16:38:18,2017-03-23 20:38:18,DME,KZN,Arrived,321,2017-03-23 16:14:18,2017-03-23 20:14:18
333,PG0202,2017-01-31 10:04:17,2017-01-31 14:04:17,DME,KZN,Arrived,321,2017-01-31 09:48:17,2017-01-31 13:48:17
334,PG0202,2017-04-08 03:12:36,2017-04-08 08:12:36,DME,KZN,Scheduled,321,2017-04-08 03:05:36,2017-04-08 08:05:36
335,PG0202,2017-12-07 21:53:49,2017-12-08 00:53:49,DME,KZN,Arrived,321,2017-12-07 21:24:49,2017-12-08 00:24:49
336,PG0202,2017-11-20 01:43:03,2017-11-20 05:43:03,DME,KZN,Scheduled,321,2017-11-20 01:51:03,2017-11-20 05:51:03
337,PG0202,2017-01-17 13:38:03,2017-01-17 18:38:03,DME,KZN,Scheduled,321,2017-01-17 13:40:03,2017-01-17 18:40:03
338,PG0202,2017-06-16 08:27:51,2017-06-16 11:27:51,DME,KZN,Scheduled,321,2017-06-16 08:03:51,2017-06-16 11:03:51
339,PG0202,2017-07-09 00:13:16,2017-07-09 06:13:16,DME,KZN,Arrived,321,2017-07-09 00:01:16,2017-07-09 06:01:16
340,PG0202,2017-08-23 00:10:05,2017-08-23 02:10:05,DME,KZN,Arrived,321,2017-08-22 23:47:05,2017-08-23 01:47:05
341,PG0202,2017-06-08 19:59:07,2017-06-08 21:59:07,DME,KZN,Scheduled,321,2017-06-08 19:34:07,2017-06-08 21:34:07
342,PG0202,2017-01-06 02:06:48,2017-01-06 06:06:48,DME,KZN,Arrived,321,2017-01-06 02:08:48,2017-01-06 06:08:48
343,PG0202,2017-11-09 08:37:24,2017-11-09 14:37:24,DME,KZN,Scheduled,321,2017-11-09 08:41:24,2017-11-09 14:41:24
344,PG0202,2017-01-12 17:14:20,2017-01-12 20:14:20,DME,KZN,Arrived,321,2017-01-12 17:39:20,2017-01-12 20:39:20
345,PG0202,2017-09-24 07:03:50,2017-09-24 09:03:50,DME,KZN,Scheduled,321,2017-09-24 06:53:50,2017-09-24 08:53:50
346,PG0202,2017-07-06 03:37:09,2017-07-06 07:37:09,DME,KZN,Arrived,321,2017-07-06 03:12:09,2017-07-06 07:12:09
347,PG0202,2017-08-04 18:20:06,2017-08-04 23:20:06,DME,KZN,Scheduled,321,2017-08-04 18:34:06,2017-08-04 23:34:06
348,PG0202,2017-12-01 20:29:52,2017-12-02 00:29:52,DME,KZN,Scheduled,321,2017-12-01 20:33:52,2017-12-02 00:33:52
349,PG0202,2017-02-22 15:41:53,2017-02-22 16:41:53,DME,KZN,On Time,321,2017-02-22 16:11:53,2017-02-22 17:11:53
350,PG0202,2017-09-13 17:55:04,2017-09-13 22:55:04,DME,KZN,Scheduled,321,2017-09-13 17:29:04,2017-09-13 22:29:04
351,PG0202,2017-12-15 10:29:12,2017-12-15 14:29:12,DME,KZN,Arrived,321,2017-12-15 10:38:12,2017-12-15 14:38:12
352,PG0202,2017-12-02 12:55:02,2017-12-02 18:55:02,DME,KZN,Arrived,321,2017-12-02 12:28:02,2017-12-02 18:28:02
353,PG0202,2017-01-10 01:36:00,2017-01-10 04:36:00,DME,KZN,Scheduled,321,2017-01-10 01:52:00,2017-01-10 04:52:00
