first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,number_of_reviews,id,reviewer_id,listing_id
26-10-2014,15-11-2015,99,10,10,10,10,10,10,1.79,26,55577080,17108989,7327623
14-09-2015,03-12-2015,100,10,10,10,10,10,10,1.86,7,55960749,12086691,7327623
11-07-2015,17-08-2015,93,10,9,10,10,9,9,1.85,11,56896607,6933505,7327623
21-06-2015,17-12-2015,95,10,10,9,10,9,10,1.82,12,57179186,51450038,7327623
05-08-2011,26-10-2015,99,10,10,10,10,10,10,1.17,63,57538392,10317572,7327623
26-05-2014,01-01-2016,100,10,10,10,10,10,10,2.75,54,58078548,51642596,7327623
06-07-2014,24-10-2015,87,9,9,10,9,10,9,1.53,28,4913288,4601841,1205666
24-06-2013,26-12-2015,92,9,9,10,9,9,9,0.94,29,4976261,6645884,1205666
09-07-2014,29-08-2015,93,9,9,10,10,10,9,0.33,6,5016347,6724245,1205666
19-09-2015,19-09-2015,100,8,8,8,8,8,10,0.28,1,5069211,6215749,1205666
22-07-2014,31-08-2015,94,9,7,9,10,10,10,0.39,7,5192679,6576643,1205666
24-09-2015,24-09-2015,80,8,6,10,8,10,10,0.29,1,5445539,994334,1205666
17-10-2014,20-12-2015,97,10,10,10,10,10,10,4.31,64,5470928,1726057,1205666
01-09-2014,27-12-2015,97,10,10,10,10,9,10,2.38,39,5520078,7189238,1205666
28-05-2014,11-12-2015,93,10,10,10,10,10,9,1.89,37,5537178,182318,1205666
31-08-2015,05-09-2015,90,8,8,10,10,10,10,0.47,2,5724570,7275441,1205666
,,,,,,,,,,0,5760770,6983473,1205666
18-07-2013,09-09-2015,96,10,10,10,10,10,9,1.07,32,5878233,5242086,1205666
25-08-2014,01-01-2016,96,10,10,10,10,10,10,1.99,33,5898976,6061776,1205666
17-05-2012,09-12-2015,96,10,10,10,10,10,10,4.68,207,5920739,2854418,1205666
,,,,,,,,,,0,5958808,7550503,1205666
01-01-2015,14-12-2015,98,10,10,10,10,10,10,3.01,37,6010532,3295530,1205666
05-09-2013,24-12-2015,90,9,8,10,10,10,9,1.58,45,6055246,921148,1205666
07-08-2015,07-08-2015,80,10,10,10,10,10,10,0.2,1,6343718,5654188,1205666
18-06-2012,14-12-2015,95,9,10,10,10,10,9,4.7,203,6375641,814023,1205666
05-08-2014,14-07-2015,97,10,10,10,10,9,9,0.35,6,7014420,2523960,1205666
10-08-2014,02-09-2015,93,9,8,9,10,9,10,0.35,6,7085537,5500014,1205666
13-08-2010,01-01-2016,93,9,9,10,10,10,9,2.77,182,7308231,367527,1205666
07-03-2015,12-04-2015,73,8,7,7,8,9,7,0.3,3,7331200,5185825,1205666
06-10-2015,22-10-2015,80,9,9,10,9,9,7,0.99,3,7382173,255350,1205666
22-02-2015,13-12-2015,91,9,9,10,9,10,10,1.32,14,7558464,8428516,1205666
09-04-2014,07-12-2015,93,9,9,10,10,10,9,4.06,86,7657588,8559198,1205666
28-06-2015,17-08-2015,100,10,10,10,10,9,10,0.79,5,7775327,8537476,1205666
24-07-2014,29-08-2014,93,10,9,9,10,9,10,0.23,4,8488075,9427025,1205666
02-09-2014,06-09-2015,92,10,9,9,10,10,9,1.29,21,9302714,10113864,1205666
24-04-2015,08-11-2015,95,10,10,10,10,10,9,1.41,12,10042198,3034875,1205666
12-08-2014,21-12-2015,94,10,10,10,10,10,9,2.05,35,10250676,5654188,1205666
16-09-2015,16-09-2015,,,,,,,,0.27,1,10753026,12652302,1205666
,,,,,,,,,,0,11255158,10156843,1205666
09-08-2013,22-12-2015,97,10,9,10,10,10,10,2.25,66,11293305,13415904,1205666
11-03-2015,07-08-2015,90,10,9,10,10,9,8,0.2,2,13709450,488890,1205666
27-08-2014,17-12-2015,97,10,10,10,10,10,10,4.23,70,13808015,16224596,1205666
28-10-2014,03-09-2015,92,10,9,10,10,10,9,1.73,25,13928895,15840860,1205666
08-09-2015,29-11-2015,97,10,10,10,10,9,10,1.51,6,14056701,5654056,1205666
19-07-2015,29-11-2015,88,8,8,9,9,9,8,0.88,5,14401712,15643316,1205666
05-10-2014,01-12-2014,90,9,8,7,9,10,10,0.13,2,14528426,11033019,1205666
05-11-2015,01-12-2015,100,10,10,10,10,10,10,0.98,2,14680784,1377504,1205666
24-10-2015,24-10-2015,80,8,8,10,10,10,8,0.41,1,14766312,10354464,1205666
03-08-2014,30-09-2015,84,7,8,9,9,9,8,0.35,6,14808237,9455871,1205666
17-08-2015,27-09-2015,92,10,9,10,10,10,9,1.06,5,15048659,2070059,1205666
09-06-2015,30-12-2015,97,10,10,10,10,10,9,6.57,46,15149438,13872722,1205666
30-07-2015,30-07-2015,80,10,10,10,10,10,10,0.19,1,15457910,16441620,1205666
13-08-2014,25-08-2015,97,10,10,10,10,10,10,2.41,41,15890623,6091896,1205666
17-07-2009,28-12-2015,93,9,9,10,9,10,9,0.66,52,15958123,14899077,1205666
,,,,,,,,,,0,16029426,17450857,1205666
22-11-2014,31-12-2014,88,10,10,10,10,10,9,0.37,5,16067901,7427990,1205666
01-09-2014,11-09-2015,80,7,6,9,10,9,8,0.18,3,16332967,15590317,1205666
02-12-2012,05-12-2015,96,9,9,10,10,10,10,0.85,32,16362932,17559297,1205666
30-12-2015,30-12-2015,100,10,10,10,10,10,10,1,1,16446517,18091505,1205666
27-06-2015,11-07-2015,90,9,10,10,10,8,9,0.31,2,16574962,17839451,1205666
16-08-2014,08-09-2015,93,10,9,10,10,10,9,0.36,6,16629254,15271387,1205666
08-09-2014,08-09-2015,91,9,9,10,10,10,9,0.68,11,16729494,237941,1205666
,,,,,,,,,,0,16974756,14362449,1205666
01-06-2015,17-09-2015,90,10,10,9,9,10,10,1.79,13,17130400,19252855,1205666
26-12-2014,16-12-2015,99,10,10,10,10,10,10,2.88,36,17168854,2442646,1205666
15-08-2014,29-09-2015,88,8,7,9,9,9,9,0.3,5,17510739,3005284,1205666
31-03-2015,20-04-2015,95,10,10,10,10,10,10,0.43,4,17590558,18862953,1205666
28-11-2011,20-12-2015,96,10,10,10,10,10,10,1.38,69,17829619,6661928,1205666
19-10-2015,29-11-2015,100,10,10,10,10,10,10,1.15,3,17986749,17349413,1205666
,,,,,,,,,,0,18191263,13388432,1205666
18-10-2015,29-12-2015,98,10,10,10,10,10,10,4.56,12,18273209,19263619,1205666
09-08-2014,04-05-2015,94,9,8,10,9,9,10,0.41,7,18462174,2819329,1205666
03-01-2015,09-11-2015,98,10,10,10,10,10,10,2.45,30,18499432,10874136,1205666
06-01-2015,29-11-2015,94,10,10,10,10,10,10,5.27,64,18580576,1583871,1205666
03-09-2012,25-08-2015,93,9,9,10,10,10,10,0.39,16,18663978,18520536,1205666
23-04-2012,22-11-2015,100,10,10,10,10,10,10,0.31,14,18799459,17212420,1205666
,,,,,,,,,,0,19029162,18052049,1205666
30-08-2015,23-12-2015,93,10,10,10,10,9,9,3.98,17,19171526,20802328,1205666
26-08-2015,26-08-2015,80,10,8,10,10,10,8,0.23,1,19324713,19476229,1205666
21-08-2015,01-01-2016,99,10,10,10,10,10,10,3.72,17,19380803,3263848,1205666
01-11-2014,01-11-2015,95,10,9,10,10,8,10,0.28,4,19475353,18033144,1205666
20-08-2014,21-08-2015,93,10,9,10,10,10,9,0.24,4,19581913,10477058,1205666
10-08-2014,29-11-2015,96,10,10,10,10,10,9,2.57,44,19877419,1775149,1205666
18-01-2014,12-12-2015,91,9,9,10,10,10,9,4.18,100,19996223,8705607,1205666
15-11-2015,06-12-2015,100,10,10,10,10,9,10,1.76,3,20148720,19451700,1205666
14-08-2012,24-10-2015,97,10,10,10,10,10,9,1.69,70,20206863,6494821,1205666
26-06-2014,27-12-2015,97,10,10,10,10,10,10,4.52,84,20236853,2157114,1205666
18-01-2015,15-12-2015,99,10,10,10,10,10,10,3.07,36,20321857,15110028,1205666
25-09-2012,30-12-2015,99,10,10,10,10,10,10,2.16,86,20367378,21031223,1205666
30-08-2015,30-08-2015,100,10,10,10,10,10,10,0.23,1,20665719,7473518,1205666
01-08-2012,01-08-2015,97,10,9,10,10,10,10,0.36,15,21085006,20726330,1205666
09-06-2015,22-09-2015,89,9,9,10,9,9,9,2.57,18,21319350,22196921,1205666
01-01-2016,01-01-2016,80,10,8,10,10,10,10,1,1,21386312,6064281,1205666
,,,,,,,,,,0,22184227,9280558,1205666
29-08-2013,31-12-2015,99,10,10,10,10,10,10,1.12,32,22536087,16154425,1205666
01-02-2015,22-09-2015,100,10,9,10,10,10,10,0.89,10,23791553,23585985,1205666
31-01-2010,29-11-2015,95,10,9,9,9,10,9,0.65,47,23899742,23220873,1205666
30-04-2015,05-12-2015,87,8,7,9,10,9,8,0.36,3,24288314,24975618,1205666
,,,,,,,,,,0,24352975,14814344,1205666
17-06-2013,13-11-2015,95,10,10,10,10,10,9,1.22,38,24701238,14814344,1205666
13-10-2013,27-11-2014,100,10,10,10,10,9,10,0.92,25,26800686,17224064,1205666
,,,,,,,,,,0,28154255,21699218,1205666
,,,,,,,,,,0,28317663,27599894,1205666
03-06-2013,22-12-2015,92,9,9,10,10,10,9,2.63,83,28629400,24975618,1205666
22-12-2015,22-12-2015,100,10,10,10,10,10,10,1,1,28683571,17254193,1205666
25-05-2015,20-12-2015,98,10,10,10,10,10,10,5.87,44,28960323,29575905,1205666
15-06-2011,26-09-2015,88,9,9,9,9,10,9,0.58,32,29344606,3218183,1205666
01-12-2015,25-12-2015,100,9,10,10,10,10,10,3.43,4,30353127,12937888,1205666
28-06-2014,14-09-2015,99,10,10,10,10,10,10,1.29,24,30655222,31675968,1205666
14-10-2015,21-10-2015,100,10,10,10,10,10,8,0.72,2,31588686,1986389,1205666
03-07-2015,09-09-2015,96,10,10,10,10,9,10,0.81,5,31952162,7488141,1205666
08-08-2015,08-08-2015,100,10,8,10,8,10,10,0.2,1,32092332,26512475,1205666
,,,,,,,,,,0,32219427,24069180,1205666
13-10-2014,31-12-2015,97,10,10,10,10,10,10,5.88,88,33800473,7862444,1205666
07-09-2015,07-09-2015,80,10,8,6,10,10,10,0.25,1,34078258,3251726,1205666
14-09-2014,31-12-2015,95,10,10,10,10,10,10,3.08,49,34541881,23674057,1205666
21-09-2015,14-12-2015,100,10,10,10,10,10,10,1.42,5,34970728,1476589,1205666
,,,,,,,,,,0,35845827,30352418,1205666
19-01-2015,22-12-2015,96,10,10,10,10,10,10,2.74,32,36304149,34659916,1205666
,,,,,,,,,,0,36461922,36172834,1205666
13-06-2012,19-10-2015,95,10,10,10,10,10,9,1.98,86,37560042,31934653,1205666
12-09-2014,24-12-2015,98,10,10,10,10,10,10,4.56,73,37719991,26164291,1205666
21-09-2014,19-10-2015,98,10,10,10,10,10,10,0.7,11,37880817,9984675,1205666
,,,,,,,,,,0,38134239,20215766,1205666
01-10-2013,15-11-2015,93,10,9,9,9,10,10,4.29,118,38302885,30712736,1205666
,,,,,,,,,,0,38491339,29659373,1205666
,,,,,,,,,,0,39757054,24129054,1205666
20-11-2015,20-11-2015,80,8,10,10,10,10,8,0.65,1,40935814,36341836,1205666
14-06-2015,10-08-2015,100,10,10,10,10,10,10,0.88,6,41208771,34280195,1205666
22-08-2015,07-10-2015,97,10,9,10,10,9,10,1.54,7,42115944,31519635,1205666
04-10-2015,30-12-2015,100,10,10,10,10,9,10,1.61,5,43465288,41680225,1205666
27-07-2015,31-08-2015,80,9,9,10,10,10,10,0.37,2,43510838,37678477,1205666
13-08-2014,01-09-2015,96,10,10,10,10,10,10,0.29,5,43705263,40503984,1205666
01-12-2015,01-12-2015,80,10,10,10,10,10,8,0.86,1,44046920,36870720,1205666
23-08-2015,09-09-2015,80,9,9,8,8,9,10,0.44,2,44296965,28611673,1205666
29-03-2015,24-12-2015,100,10,10,10,10,10,10,2.23,21,44586802,38481587,1205666
22-02-2014,29-12-2015,97,10,10,10,10,10,10,2.64,60,44740599,40561158,1205666
21-01-2012,09-10-2015,100,10,10,10,10,10,10,0.04,2,45268655,35646386,1205666
14-06-2015,27-12-2015,94,10,10,9,9,10,9,3.07,21,45470763,36252028,1205666
17-04-2015,21-09-2015,97,10,10,10,10,10,10,3.54,31,46239254,4184080,1205666
30-04-2015,24-12-2015,97,10,10,10,10,10,10,2.76,23,46804155,3858580,1205666
02-07-2013,04-11-2015,96,10,10,10,10,10,9,1.24,38,47097441,43031806,1205666
18-02-2014,13-12-2015,95,10,10,10,10,10,10,2.89,66,47788481,8537476,1205666
20-05-2014,22-11-2015,98,10,10,10,10,10,10,3.18,63,48410292,16010943,1205666
30-08-2013,11-07-2014,100,10,10,10,10,10,10,0.07,2,48572126,1742069,1205666
22-02-2014,03-01-2016,97,10,10,10,10,10,10,3.17,72,49303091,36541451,1205666
22-06-2015,23-11-2015,99,10,10,10,10,10,10,4.26,28,49818798,43786575,1205666
27-09-2015,01-01-2016,98,10,10,10,10,10,10,7.5,25,50058542,34925128,1205666
,,,,,,,,,,0,50156180,34925128,1205666
09-12-2014,17-08-2015,96,10,9,10,10,9,9,2.07,27,50402124,9117922,1205666
09-09-2015,01-01-2016,94,10,9,10,10,10,10,6.1,24,52510161,45562816,1205666
04-07-2015,28-08-2015,100,10,10,10,10,9,10,0.97,6,56404777,29450252,1205666
09-09-2015,16-12-2015,94,10,10,10,10,9,9,2.54,10,5630588,1885291,136480
19-04-2015,27-12-2015,99,10,10,10,10,10,10,5.98,52,5871840,3406554,136480
17-07-2015,31-08-2015,98,10,10,9,10,9,10,1.92,11,6089539,7567853,136480
16-09-2013,16-09-2013,100,10,10,10,10,10,10,0.04,1,6123595,7728924,136480
21-09-2015,01-12-2015,95,10,10,9,9,10,9,1.13,4,6209468,7848792,136480
11-01-2015,27-12-2015,89,9,9,10,10,10,9,2.34,28,6307962,7263309,136480
08-11-2013,08-11-2013,,,,,,,,0.04,1,6337327,3311734,136480
27-07-2015,11-10-2015,94,10,10,9,9,9,9,1.3,7,6437687,7746623,136480
15-06-2015,28-11-2015,97,10,10,10,10,9,10,0.88,6,6784876,470807,136480
10-12-2013,26-12-2015,95,10,9,10,10,9,9,0.67,17,6897438,1661620,136480
26-06-2015,29-11-2015,97,10,9,10,10,10,10,1.24,8,6950830,4758247,136480
10-08-2015,03-09-2015,100,10,10,9,9,10,10,0.41,2,7025160,8170223,136480
21-10-2014,03-11-2015,92,9,9,10,10,9,9,1.36,20,7083453,4632424,136480
30-06-2014,02-08-2015,83,10,9,10,10,10,10,0.32,6,7187345,5037209,136480
09-06-2015,09-06-2015,100,10,10,10,10,10,10,0.14,1,20462183,20708642,136480
01-09-2015,01-01-2016,100,10,10,10,10,10,10,2.86,12,20976386,21831170,136480
,,,,,,,,,,0,21228862,6844437,136480
16-06-2015,25-10-2015,93,10,10,10,10,9,9,1.18,8,22699626,21938521,136480
17-06-2015,22-10-2015,98,10,10,10,10,10,10,1.93,13,25070704,21869632,136480
17-11-2014,13-07-2015,100,10,10,10,10,10,9,0.51,7,25943818,10132034,136480
11-08-2015,19-10-2015,96,10,10,10,10,10,9,1.84,9,26171653,26164658,136480
17-12-2012,04-12-2015,97,10,10,10,10,10,10,3.02,112,28761255,29894017,136480
15-05-2014,23-11-2015,95,10,10,10,10,9,9,0.6,12,30166076,5726472,136480
03-06-2015,13-12-2015,88,9,10,9,10,9,9,1.39,10,32030157,32721603,136480
,,,,,,,,,,0,33000674,13560355,136480
02-05-2013,05-10-2015,98,10,10,10,10,10,10,2.48,81,33198028,9669205,136480
06-07-2011,23-11-2015,86,9,8,10,10,9,9,0.77,42,36048396,33235281,136480
17-02-2014,27-12-2015,93,9,10,9,10,9,9,1.62,37,37250588,15934938,136480
08-07-2013,28-05-2015,100,10,10,9,10,10,10,0.07,2,37682354,34115161,136480
01-09-2013,01-09-2013,91,10,10,10,8,10,8,0.04,1,38232908,37988610,136480
08-11-2015,29-11-2015,100,10,10,10,10,10,10,1.55,3,39381687,32787554,136480
04-10-2012,04-10-2012,100,10,10,10,10,10,10,0.03,1,46193715,21856886,136480
22-07-2014,26-10-2015,95,10,9,10,10,9,10,0.23,4,48469795,32463758,136480
04-09-2013,07-09-2015,92,9,9,9,10,10,10,1.97,56,50948921,44619749,136480
31-05-2015,28-12-2015,94,9,9,9,10,10,9,5.62,41,29153241,30441915,4681885
13-10-2015,08-12-2015,97,9,10,10,10,10,9,2.14,6,31400570,32077276,4681885
01-06-2015,31-10-2015,96,10,9,10,10,10,9,1.51,11,32042183,29412621,4681885
21-09-2015,21-12-2015,92,8,8,8,8,10,9,1.42,5,32596283,10425929,4681885
13-10-2015,13-10-2015,80,10,10,10,10,10,8,0.36,1,33276612,23226489,4681885
,,,,,,,,,,0,33636561,9746908,4681885
05-08-2011,21-12-2015,97,10,10,10,10,10,10,2.51,135,33715795,33034001,4681885
18-05-2014,30-12-2015,100,10,10,10,10,10,10,2.76,55,34099418,16303344,4681885
,,,,,,,,,,0,34728910,34049410,4681885
,,,,,,,,,,0,34927161,943572,4681885
10-08-2015,30-12-2015,100,10,10,10,10,10,10,1.01,5,35211123,2297967,4681885
15-06-2015,24-10-2015,97,10,10,10,10,10,10,2.06,14,35361062,24075356,4681885
05-10-2014,12-12-2015,97,10,9,10,10,9,10,7.02,107,35666324,21928507,4681885
16-12-2015,27-12-2015,100,10,10,10,10,10,10,2,2,35979772,35599317,4681885
27-03-2013,28-12-2015,94,10,10,10,10,10,10,0.65,22,36479585,34651688,4681885
,,,,,,,,,,0,36497374,32856761,4681885
,,,,,,,,,,0,37027357,24378231,4681885
01-05-2015,01-05-2015,,,,,,,,0.12,1,37234695,1777517,4681885
30-04-2012,29-12-2015,96,10,10,10,10,10,10,0.62,28,37370420,33307470,4681885
06-10-2013,24-08-2015,100,10,10,10,10,10,10,0.18,5,37647009,16433164,4681885
,,,,,,,,,,0,37982137,15758410,4681885
06-09-2015,06-09-2015,100,10,10,10,10,10,10,0.25,1,38431273,29326988,4681885
,,,,,,,,,,0,40448777,34495395,4681885
15-08-2015,15-08-2015,100,10,10,10,10,10,10,0.21,1,41557052,40036027,4681885
24-09-2012,06-12-2015,97,9,9,10,10,10,9,2.3,92,41804583,37566638,4681885
08-09-2015,17-12-2015,89,9,9,9,10,10,9,2.77,11,42343218,626760,4681885
17-04-2012,20-09-2015,95,10,10,10,10,10,10,0.09,4,42502138,1015943,4681885
30-11-2012,23-11-2015,97,10,9,10,10,10,10,0.9,34,43135001,39867100,4681885
,,,,,,,,,,0,43714076,41519484,4681885
09-02-2015,15-12-2015,98,10,10,10,10,10,10,4.36,48,44469393,4147699,4681885
09-08-2010,25-11-2015,96,10,9,10,10,10,10,0.46,30,44873365,29437275,4681885
16-08-2015,07-10-2015,93,9,10,8,9,10,10,0.63,3,45647120,34578714,4681885
17-12-2013,01-12-2015,93,9,9,10,10,10,10,0.72,18,45759652,39637466,4681885
11-08-2014,22-12-2015,98,10,10,10,10,10,10,4.57,78,46044836,8181814,4681885
29-05-2015,01-10-2015,96,9,9,10,10,10,10,3.39,25,47254317,20124588,4681885
21-08-2015,21-08-2015,80,8,10,10,10,10,8,0.22,1,47556732,28011157,4681885
24-08-2015,27-09-2015,90,9,8,10,10,10,9,0.45,2,50730084,25806155,4681885
28-10-2014,22-12-2015,100,10,10,10,10,10,10,3.25,47,11879424,4478314,2420536
,,,,,,,,,,0,12442039,12636183,2420536
26-07-2014,29-11-2015,98,10,10,10,10,10,9,0.8,14,12600009,14997040,2420536
11-10-2014,18-07-2015,100,10,10,10,10,9,10,0.27,4,13426754,14584698,2420536
12-09-2014,15-11-2015,96,10,10,10,10,10,10,2.06,33,13622641,15149453,2420536
26-05-2015,28-12-2015,94,10,8,10,9,9,9,1.74,13,13852301,14176289,2420536
04-04-2011,24-08-2015,88,9,9,10,9,10,9,1.04,60,14155909,15274874,2420536
20-06-2015,09-08-2015,93,10,10,10,10,10,10,0.9,6,14193283,15443351,2420536
19-05-2013,15-09-2015,100,9,10,10,10,9,9,0.09,3,14287329,8584485,2420536
23-07-2014,28-09-2015,100,10,10,10,10,9,10,0.4,7,14441006,15908307,2420536
,,,,,,,,,,0,14740253,8366535,2420536
,,,,,,,,,,0,14927317,16591213,2420536
,,,,,,,,,,0,15322625,429467,2420536
13-06-2013,02-09-2014,76,8,7,8,9,9,8,0.26,8,15956011,12541437,2420536
,,,,,,,,,,0,16112702,850520,2420536
,,,,,,,,,,0,16657874,358689,2420536
13-09-2015,27-12-2015,94,10,10,9,9,10,9,7.63,29,17337968,14515696,2420536
29-11-2015,18-12-2015,100,10,10,10,10,10,10,1.62,2,18469780,15849301,2420536
16-03-2015,13-09-2015,98,10,10,10,10,10,9,0.92,9,18539353,5880643,2420536
,,,,,,,,,,0,18675491,11974814,2420536
,,,,,,,,,,0,18730344,18694567,2420536
22-02-2015,14-08-2015,97,10,8,10,9,9,10,0.57,6,19141297,897868,2420536
15-06-2015,01-09-2015,100,10,10,10,10,10,10,1.62,11,19369664,12229879,2420536
23-05-2015,03-06-2015,100,10,8,10,10,10,10,0.26,2,19451751,20544290,2420536
04-12-2015,18-12-2015,100,9,9,10,10,10,9,3.75,4,19608322,14019604,2420536
,,,,,,,,,,0,19857856,84634,2420536
15-09-2015,16-11-2015,98,10,10,10,10,10,10,2.14,8,19885082,19337344,2420536
17-07-2013,30-12-2015,95,10,10,10,10,9,9,4.39,132,19935678,19137760,2420536
09-08-2015,22-08-2015,93,8,9,10,10,10,9,0.6,3,21648649,12714608,2420536
13-10-2015,20-10-2015,100,9,10,10,10,9,10,0.71,2,24968119,16973325,2420536
08-08-2015,18-12-2015,94,9,10,9,9,9,9,1.4,7,25375918,25686890,2420536
31-07-2011,30-10-2015,94,10,10,10,10,9,10,1.72,93,25475616,25466490,2420536
05-07-2015,15-11-2015,88,10,10,10,10,9,9,3.91,24,25552758,4024474,2420536
09-08-2015,28-09-2015,97,9,10,9,10,10,10,1.41,7,28032166,9144576,2420536
07-07-2013,27-08-2015,95,9,10,10,10,9,9,0.36,11,28533556,28894299,2420536
,,,,,,,,,,0,28763408,13041814,2420536
,,,,,,,,,,0,29430360,14103528,2420536
16-07-2015,30-08-2015,94,10,10,10,10,8,9,2.77,16,29896034,702535,2420536
25-11-2015,21-12-2015,100,10,10,10,10,10,10,1.46,2,30227042,28947599,2420536
26-07-2015,26-07-2015,80,10,10,10,10,10,8,0.18,1,30804057,30420782,2420536
,,,,,,,,,,0,31728584,18170201,2420536
13-05-2014,24-10-2015,90,9,9,9,9,9,9,1.35,27,33010046,32459845,2420536
27-12-2014,14-11-2015,98,10,10,10,10,10,10,1.12,14,33883108,34373179,2420536
20-07-2015,21-12-2015,96,10,10,10,10,9,10,4.97,28,34167838,33311605,2420536
,,,,,,,,,,0,34490620,15938400,2420536
03-08-2015,29-12-2015,100,10,10,10,10,10,10,2.9,15,34682635,35179571,2420536
02-06-2014,18-06-2015,88,10,8,9,10,8,9,0.31,6,35206398,30020366,2420536
03-08-2015,25-09-2015,98,10,10,10,9,9,10,1.94,10,35417949,25919357,2420536
,,,,,,,,,,0,35944020,33681559,2420536
21-08-2015,05-12-2015,94,10,10,9,10,9,9,1.75,8,36132865,35356971,2420536
10-03-2015,24-12-2015,98,10,10,10,10,9,10,5.38,54,36606926,36169533,2420536
15-07-2013,23-12-2015,89,9,9,9,10,9,9,2.19,66,37073253,35086897,2420536
06-09-2015,21-09-2015,100,10,9,10,10,10,10,0.5,2,37387219,35740169,2420536
27-06-2015,23-08-2015,92,10,9,10,10,9,10,0.94,6,37989964,2601440,2420536
,,,,,,,,,,0,38618121,35577293,2420536
09-07-2014,15-09-2015,96,10,9,10,10,10,9,1.49,27,38906800,13426077,2420536
09-06-2015,02-01-2016,99,10,10,10,10,10,10,6.43,45,39207550,1737217,2420536
12-08-2015,07-12-2015,98,10,10,10,10,10,9,1.64,8,39947624,34506602,2420536
28-06-2011,28-12-2015,95,9,10,10,10,9,9,3.29,181,40639005,2034817,2420536
,,,,,,,,,,0,41228621,2065070,2420536
08-09-2014,17-08-2015,100,10,9,10,10,9,9,0.19,3,41453653,39068722,2420536
18-02-2013,27-09-2015,96,10,10,10,10,9,9,1.6,56,42185168,34475087,2420536
24-08-2015,24-08-2015,80,8,6,10,10,8,4,0.22,1,42743006,26247858,2420536
09-10-2013,24-08-2015,98,10,10,10,10,10,10,1.1,30,43249869,28585621,2420536
,,,,,,,,,,0,44349431,40032803,2420536
,,,,,,,,,,0,44832400,28235912,2420536
03-03-2014,06-10-2015,96,10,9,10,10,9,10,2.41,54,45346602,1675690,2420536
21-08-2015,11-11-2015,98,10,10,10,10,10,10,2.19,10,45876966,19017293,2420536
25-05-2015,23-09-2015,90,9,8,10,10,9,9,1.6,12,50508498,9205502,2420536
12-07-2015,25-10-2015,100,10,10,10,10,9,10,1.36,8,51154756,44041326,2420536
29-08-2015,29-08-2015,100,10,10,10,10,10,8,0.23,1,52369209,32844335,2420536
17-08-2015,01-01-2016,98,10,10,10,10,10,10,5.32,25,53168009,18683398,2420536
24-08-2014,16-12-2015,95,10,10,10,10,9,10,2.77,46,53434099,20730202,2420536
19-11-2015,19-11-2015,100,10,10,10,10,10,10,0.64,1,55727541,12403346,2420536
12-07-2015,06-12-2015,84,9,9,9,9,8,8,1.69,10,57049225,30836306,2420536
21-09-2012,08-08-2015,97,10,10,10,10,10,9,0.62,25,57455703,49657107,2420536
21-12-2015,25-12-2015,100,10,10,10,10,9,9,2,2,35712876,35132192,6002165
22-06-2015,26-10-2015,98,10,10,10,10,9,9,4.11,27,45091828,37357754,6002165
28-12-2015,28-12-2015,100,10,8,10,10,8,10,1,1,210877,404637,72743
08-09-2015,26-10-2015,100,10,10,10,10,10,10,1.01,4,266481,336410,72743
,,,,,,,,,,0,286116,408489,72743
16-11-2015,25-12-2015,98,10,10,10,10,10,10,7.2,12,291631,458881,72743
23-08-2015,31-12-2015,88,9,9,10,10,9,9,6.22,28,297878,418714,72743
29-04-2014,03-10-2015,96,9,10,10,10,9,9,1.07,22,420850,553330,72743
27-11-2015,27-11-2015,100,10,10,10,10,10,10,0.77,1,584803,490825,72743
17-06-2015,26-12-2015,95,10,10,10,10,10,9,2.52,17,613274,531801,72743
27-11-2015,27-11-2015,80,10,10,10,10,8,8,0.77,1,634330,1267625,72743
23-06-2014,24-08-2015,100,10,10,10,10,10,10,0.32,6,763817,1275276,72743
18-01-2015,02-01-2016,95,10,9,10,10,10,10,1.28,15,895435,571387,72743
18-03-2015,08-12-2015,94,10,10,10,10,9,9,3.58,35,909831,1644228,72743
,,,,,,,,,,0,919280,1599401,72743
14-06-2014,24-12-2015,98,10,10,10,10,9,10,4.63,88,926074,1671497,72743
04-11-2015,04-11-2015,100,10,10,10,10,10,10,0.48,1,952970,1674390,72743
15-07-2014,27-12-2015,97,10,10,10,10,10,9,2.34,42,964864,1757508,72743
08-08-2015,30-12-2015,98,10,10,10,10,10,10,2.6,13,969338,1762938,72743
03-05-2015,19-12-2015,97,10,10,10,10,10,10,4.37,36,993048,461911,72743
07-08-2015,28-09-2015,98,10,10,10,10,10,10,2.19,11,1032813,1904946,72743
25-10-2014,31-12-2015,97,10,10,10,10,10,10,5.35,78,1041970,1979101,72743
14-06-2015,22-09-2015,100,10,10,10,10,10,10,0.88,6,1073967,1926279,72743
08-08-2013,15-09-2015,98,10,10,10,10,10,10,1.98,58,1100962,563112,72743
09-08-2015,21-09-2015,100,10,10,10,10,10,10,2.21,11,1257230,1971957,72743
,,,,,,,,,,0,1349708,1857753,72743
,,,,,,,,,,0,1377647,2195802,72743
27-09-2015,25-11-2015,93,9,10,8,9,9,9,0.9,3,1388904,1984538,72743
